Ulasan,LP,LN,HP,HN,PP,PN
cocok liburan keluarga pasangan pilih speed boat kuda penjual makanan pasar beli,0,0,0,0,0,0
telaga diatas gunung sejuk pemandangan indah penuh kenangan terlupakan,1,0,0,0,1,0
wisata nyaman wisatawan mencoba skateboard bebek kayuh wisatawan berkeliling telaga menyewa kuda harga terjangkau kulinernya beragam harga terjangkau,1,0,1,0,1,0
cakep banget dahh,0,0,0,0,0,0
bagus ngadem lihat pemandangan,0,0,0,0,1,0
danau indah pedagang tertata rapi air danau oily tumpahan minyak kapal belanja sayur pasar bungkus ribu udara sejuk janga lupa pake jaket,1,0,0,0,1,0
jos asli jos,0,0,0,0,0,0
wisata lokal suasananya sejuk menyenangkan menghilangkan kepenatan lingkungan kerja sampah dilingkungan telaga sarangan menyebabkan buang sampah sembarangan lumayan bagus liburan keluarga,1,0,0,0,1,0
udara nya sejuk dingin br,1,0,0,0,0,0
wisata sarangan danau alami pegunungan udaranya sejuk cocok wisata keluarga petualangan lokasinya luas saran siapkan kendaraan prima jalur ekstrem,1,0,0,0,1,0
anagat suka coy mantap,0,0,0,0,1,0
gak,0,0,0,0,0,0
wisata bagus sejuk mohon dijaga kebersihan jalan telaganya,1,0,0,0,1,0
wisata dikunjungi tahunnya seru spead boat kuda wajib beli sate kelincinya malam beli jagung roti bakar telaga,0,0,0,0,1,0
pas liburan lumayan rame sih pas gak kabut view nya bagus bgt rekomendasi sih wahana speedboat nya seru bgt,0,0,0,0,1,0
bagus bangett tp sayang kalo kesini pagi dinginnya ampun alergi dingin d rumah aja biar ga resiko,1,0,0,0,1,0
bagus sejuk makananya murah jagungnya manis,1,0,1,0,1,0
seruu,0,0,0,0,0,0
jalan diperlebar akses jalan kendaraan,0,0,0,0,0,0
suasana baguss dingin sayang parkir semrawut buah sayur melimpah murah lupa sate kelinci andalannya ya,1,0,1,0,1,0
makanan mahal penginapan mahal dipageri,0,0,0,1,0,0
telaga sarangan magetan ramai pengunjung pusat rekreasi butuh perjuangan telaga jalan menaik cuaca dingin lokasi lereng gunung lawu indah telaga air jernih sekeliling dipagar pedagang berkeliling jalan kaki motor kuda,1,0,0,0,1,0
wkwkwk,0,0,0,0,0,0
pemandangan telaga sarangan bagus perjalanan penuh kabut pekat menghalangi jarak pandang,0,0,0,0,1,0
suasana sejuk dingin pemandangan bagus kuliner malam nikmat sate kelinci bakar jagung suguhi pagi indah pasar sayur segar is the best pokoknya,1,0,0,0,1,0
indah sejuk orang orang jujur ramah cocok ituk menghilangkan penat spitt kuda mahal biayanya,1,0,0,1,1,0
saranganadalah namakelurahandi wilayahkecamatan plaosan kabupaten magetan provinsijawa timur masahindia belanda sarangan beristirahat,0,0,0,0,0,0
salah wisata terkenal jatim jateng tempatnya luas nyaman udara sejuk suasana healing kuliner sate ayam sate kelinci pentol pecel jagung bakar roti,1,0,0,0,1,0
menutupi pagar takut tenggelam manajer memikirkan terbaik berfoto ditambah orang personel berjaga rumah menjaga pagar wilo,0,0,0,1,0,0
menarik weekend ramai pengunjung berdesakan akses jalan kaki berdampingan kuda wisatawan akses kuda makanan enak harga terjangkau,0,0,1,0,1,0
favorit hawanya alami adem slem hatiku daann bikin bosan kalipun teman teman berkunjung kalo kesini lupa wedang ronde nya mantap,0,0,0,0,1,0
rekreasi alam,0,0,0,0,0,0
menyenangkan seru,0,0,0,0,0,0
ok pemandangannya indah berselancar speedboat,0,0,0,0,1,0
danau alami view cantik sayang sampahnya,0,1,0,0,1,0
pemandangan matahari terbit indah udara segar,1,0,0,1,1,0
nanjak kendaraan fit,0,0,0,0,0,0
wisata unggulan magetan,0,0,0,0,1,0
favorite,0,0,0,0,0,0
kesan sungguh menenangkan sejuk adem ramai akses arah magetan terjal menanjak level aman kendaraan parkiran tersedia wahana bermain tersedia,1,0,0,0,0,0
semoga kedepannya kesadaran kebersihannya,1,0,0,0,0,0
dingin recom kumpul keluarga sate kelinci bumbunya enak,1,0,0,0,0,0
cuacanya sejuk minum tepi danau asli,1,0,0,0,0,0
salah objek wisata andalannya kabupaten magetan,0,0,0,0,1,0
wisata sejuk,1,0,0,0,1,0
telaga sarangan legendaris dr dl wajib singah bilah jatim hawanya sejuk enak skli,1,0,0,0,0,0
indah tmpt y tp sayang pas ksitu lgi hujan,0,0,0,0,1,0
asri sejuk,1,0,0,0,0,0
pemandangannya indah sejuk villa lingkungan bersih bnyak kulineran lokal,1,0,0,0,1,0
keren asli sejuk,1,0,0,0,1,0
cocok bersantai,0,0,0,0,0,0
sarangan bikin ngengenin,0,0,0,0,0,0
suka udaranya sejuk favorit makan sate kelinci,1,0,0,0,0,0
spesial sih pengalaman jarang rumah pergi berliburan menarik menyukai memiliki danau telaga,0,0,0,0,0,0
nyaman tempatnya cocok rekreasi bareng keluarga teman pacar,1,0,0,0,0,0
asri,1,0,0,0,0,0
tempatnya sejuk indah,1,0,0,0,1,0
keren bagus asli sejuk bagus,1,0,0,0,1,0
adem masuknya htm orangsemoga kedepannya sukses,0,0,0,0,0,0
tempatnya bagus sejuk,1,0,0,0,1,0
pemandangannya indah banget telaga air tawar dikelilingi pegunungan hijau udaranya sejuk khas dataran,1,0,0,0,1,0
bagun asri,1,0,0,0,0,0
berangkat solo telaga sarangan via tawangmangu jalannya nanjak berkelok kelok pemandangannya buagus pol jalan takjub pemandangannya pastikan kondisi kendaraan fit pergi,0,0,0,0,1,0
pemandangan asri suasana damai berubah gak kesini estimasi tujuan wisata keluarga lumayan harga tiket masuk rb free parkir,1,0,0,1,1,0
tempatnya bagus ruamai,0,0,0,0,1,0
tebaik,0,0,0,0,0,0
duduk santai didekat telaga menikmati semilir angin,0,0,0,0,0,0
nya dingin bgt jam pagi map dr arah tawang mangu ga loket masuk jd free htm parkir dipinggir telaga gratis toilet rb rb sate kelincinya lumayan enak porsi rb nasi pecel gorengan teh,1,0,0,1,0,0
lokasi wisata terdekat madiun jam hawanya sejuk lingkungan bersih resto jajanan pinggir jalan terkenal sate kelincinya arena bermain speed boat berkuda mengelilingi danau sarangan,1,0,0,0,1,0
monggo maper telaga sarangan,0,0,0,0,0,0
sejuk cocok menenangkan cocok area nongkrong,1,0,0,0,0,0
dingin banget,1,0,0,0,0,0
tempatnya adem banget pas hibernasi sejenakkalau tantangan berkuda main speedboat,0,0,0,0,0,0
favorit liburan suasana sejuk ramai pengunjung betah,1,0,0,0,0,0
happy kesini udaranya sejuk pemandanganya oke banget,1,0,0,0,1,0
telaga sarangan rekreasi pasangan keluarga harga makanan terjangkau telaga penginapan,0,0,1,0,0,0
sampah asli trashes,0,1,0,0,0,0
tiket masuk rp orangnaik kuda rp boat x putaran rp,0,0,0,0,0,0
hawa nya sejuk menakjubkan suka kesempatan telaga sarangan keluarga,1,0,0,0,0,0
sejuk sate kelinci weekend ramai pengunjung,1,0,0,0,0,0
usahakan ketelaga sarangan malam bawa jaket bolo,0,0,0,0,0,0
selisih jalan,0,0,0,0,0,0
kerenmeski menarik bermobil rombongan bus kali sengaja,0,0,0,0,1,0
keren asli sejuknye,1,0,0,0,1,0
rekreasi keluarga pasanganpenginapa nya indah sekalijangan lupakan kuliner khas sate kelinci nya,0,0,0,0,1,0
nyaman sejuk pas banget refreshing menentramkan pikiran,1,0,0,0,0,0
ngadem,0,0,0,0,0,0
nyaman berlibur,1,0,0,0,0,0
senang,0,0,0,0,0,0
lumayan nya bagus jajanan nya engga lumayan bagus harga nya engga bagus,0,0,0,0,1,0
mayan kongressambil nikmatin sate pinggir telaga,0,0,0,0,0,0
nyamat istirahat sibuk kegiatan,0,0,0,0,0,0
wow banget memacu adrenalin,0,0,0,0,1,0
seru poll,0,0,0,0,0,0
orang orang pacar,0,0,0,0,0,0
liburan favoritt,0,0,0,0,0,0
sesuai ekspektasi,0,0,0,0,0,0
berhawa sejuk berkabut petunjuk jalannya,1,0,0,0,0,0
bagus adem libur ruame poll makanan khas nya sate kelinci gaberani makan wkkwk,0,0,0,0,1,0
sejuk sejuk akomodasi warung restoran cocok refreshing keluarga,1,0,0,0,0,0
udaranya dingin asli udara sejuk,1,0,0,0,0,0
bagus refresing,0,0,0,0,1,0
mantab kesitu jam pagi,0,0,0,0,0,0
aq asli orang magetan tp aq gk bosen ngajak keluarga liburan dsini liburan gak mahal,0,0,0,1,0,0
view bagus makanan enak kesini pas tanggal merah weekend ramai,0,0,0,0,1,0
berkunjung week day jd tdk crowded murah lumayan rehat alam berkuda speedboat ok menantang jalan air terjun,0,0,1,0,0,0
dikunjungi berlibur daerah madiun magetan udara sejuk pemandangan indah suasana danau alam indah air terjun jg situ,1,0,0,0,1,0
suasana dingin nyaman ketenangan,1,0,0,0,0,0
wisata bikin refresh,0,0,0,0,1,0
cocok healing pemandangannya,0,0,0,0,1,0
mantap bagus banget pemandangannya makanannya enaak porsi jumbo mantap,0,0,0,0,1,0
pemandangannya wow tdk bayangkan indonesia bnyk tmpt wisata indah keren nyoba sate kelinci wedang kopi pokoknya joss deh,0,0,0,0,1,0
telaga eksotix hawanya sejuk jg nyaman,1,0,0,0,0,0
speedboat belanja buah an strawberry,0,0,0,0,0,0
kuliner malam syahdu,0,0,0,0,0,0
view sarangan,0,0,0,0,1,0
bagus menghilangkan penat suasananya sejuk adem & nyaman,1,0,0,0,1,0
gak bosan kesini suasananya adem,1,0,0,0,0,0
udara dingin segar asli sejuk udara segarr,1,0,0,0,0,0
ternyaman ngadem,1,0,0,0,0,0
medeni tena dalan e asli medeni tenan dalan e,0,0,0,0,0,0
pemandangannya bagus penataan pedagang kaki,0,0,0,0,1,0
ramai syahdu wisatatempat adem pas relaks tapu suasana pas fasilitas lengkap bail kuda spedboat makanan khas sarangan sate jelinci ronde jagung bakar,1,0,0,0,1,0
ramai,0,0,0,0,0,0
pemandangan bagus speed boat berkuda aneka makanan jg recommended,0,0,0,0,1,0
bosan kesanahawanya sejuk adem,1,0,0,0,0,0
favourite memanjakan mata kongkow ngopdar bareng menikmati makan bareng menu sate kelinci ayam kambing,0,0,0,0,0,0
adem asri tempatnya bagus pemandangannya i love it,1,0,0,0,1,0
cocok liburan keluarga,0,0,0,0,0,0
ga reparasi duduk pengunjung kirang nyaman,1,0,0,0,0,0
healing pas umur wahana speed boot perahu bebek berkuda sate kelincinya mantab,0,0,0,0,0,0
google maps membantu perjalanan khawatir tersesat,0,0,0,0,0,0
wisata malam sarangan adem june th,0,0,0,0,1,0
calo penjual naikin harga ga wajar,0,0,0,0,0,0
dateng pagi aja jam masuknya gratis hehe,0,0,0,0,0,0
asik utk dikunjungi keluarga ditanbah keseruan dgn boat kudanya terpenting sate kelincinya tandingannya,0,0,0,0,0,0
tempatnya ramai bgt sabtu minggu speed bootnya *putaran rb lumayan mahal tp bikin nagihnaik kuda rb,0,0,0,1,0,0
tempatnya nyaman sayangnya duduk enak tepi telaga,1,0,0,0,0,0
tempatnya bagus adem biaya speedboat keliling danau ribu kali putaran x putaran ribu mayan,0,0,0,1,1,0
jalan sekeliling telaga diperlebar pengunjung muter mobil,0,0,0,0,0,0
pengalaman mengesankan telaga sarangan luas speed boat mengendarai kuda mengelillingi telaga pedagang menjajakan dagangannya enak malam makan sate,0,0,0,0,0,0
kumuh tertata arus lalin semrawut lawan arah trutama cold utk angkutan orang gubernur jatim tau ngak nich salah objek wisatanya kayak gitu perhatian ngk ya kacau,0,1,0,0,1,0
sungguh indah menakjubkan danau diatas gunung,0,0,0,0,1,0
tiket orang parkir motor sewa perahu putar sewa kuda sewa kamar bilang mhl tiket nya penjual ramah,0,0,0,0,0,0
masuk lokasi jam lokasi udah lumayan rame bgt parkirannya tersedia parkir r r masuk lokasi telaganya pasar jual buah sayur snack pokoknya bgt dijadiin,0,0,0,0,0,0
cocok berlibur,0,0,0,0,0,0
cobain satenya enak pwol viewnya cakepp bgt gess adem disinii spot sampah berserakan himbauan pengunjung pengelola menjaga wisata bersih,1,0,0,0,1,0
turing mari enak gas perahu cepat muter danau rb x muter danau rb x muter pt pt aja biar murah naek minimal max dah jd terjangkau kuda muter rb bebek motor jg tp santuy bet jalan nya muterin air danau gas ajah perjalanan pegunungan cek kondisi kendaraan,0,0,1,0,0,0
salah tujuan wisata kunjungi kalo pas liburan udara sejuk adem tersedia buah keripik sayuran beli makan nya harga nya g kaget,1,0,0,0,1,0
mantap sih tempatnya,0,0,0,0,1,0
nya indah bersih adem sejuk harga hotel villa makanan terjangkau calo berkeliaran sebenernya membantu cari hotel villa,1,0,1,0,1,0
wisata danau legendaris wisata kuda speedboad tarif,0,0,0,0,1,0
mantap syahdu,0,0,0,0,1,0
sejuk nyaman wisata usia,1,0,0,0,1,0
nyaman menarik ramai week end boat mending pagi menikmati suasana kalo siang dikit boat air danau berombak boat rb kuda rb,1,0,0,1,0,0
rekreasi refreshing keluarga teman weekend ramai selamat berlibur lupa menjaga lingkungan kebersihan kenyamanan,1,0,0,0,0,0
favorit,0,0,0,0,0,0
pas musim kemarau air danau full luas utk area keliling speedboatnya sdh tertata areanya,0,0,0,0,1,0
ternyaman healing ngadem,1,0,0,0,0,0
view pagi nya buagus poll dingin banget,1,0,0,0,1,0
usahakan jam biar view cakep,0,0,0,0,1,0
oke,0,0,0,0,0,0
kesini weekend ramee banget,0,0,0,0,0,0
insya allah asli masyaallah,0,0,0,0,0,0
cocok ngadem,0,0,0,0,0,0
pemandangan indah warung makan enak asli,0,0,0,0,1,0
kesini wktu sm blm rezeki view nya ga kebuka salah kayanya ya liburnya dibulan ya berangkatnya kabutnya kebuka ga bosen disuruh kesini,0,0,0,0,1,0
family gathering keluarga koperasi sekolah megasari solusi tiada henti,0,0,0,0,0,0
menjajakan jasa kuda speedboat keasrian telaga nya terganggu layanan kursi nya lenyap,1,0,0,0,0,0
lumayan,0,0,0,0,0,0
bersih rame kuliner cocok kalangan pemuda mantap magetan,1,0,0,0,1,0
sejuk bersih tenang nyaman,1,0,0,0,0,0
pemandangan bagus telaga sarangan kalo kesana nyobain speed boat kuda harga rb putaran penginapan standar kalo pilih menginap solo perjalanan jam,0,0,0,1,1,0
pas maghrib kabut tebal jd pengendara hati ya,0,0,0,0,0,0
bagus tentram,0,0,0,0,1,0
segelas hot cappucino espresso house blend robusta arabica local coffee bean menemani langkah mengitari sejuknya telaga sarangan sore villa disambut hujan subuh kabut mass tourism kawasan,1,0,0,0,0,0
ngademm dri mdiun viewnya sarangan cantik bangett tp gak bosen kulinernya enak hrga jg terjangkau ntk wisatawan kalo lgi bosen pgn refreshing udaranya seger sejuk,1,0,1,0,1,0
ya ok asli ya,0,0,0,0,0,0
menjalankan bisnis ubi lereng gunung lawu bersemangat hasil tani kebutuhan pasar kota,0,0,0,0,0,0
bagus rekomendet,0,0,0,0,1,0
kesini th udah berubah tetep bagus suasana tetep asri keindahannya,1,0,0,0,1,0
adem seger udaranya,1,0,0,0,0,0
alamnya sejuk bunyi gemericik air hati & pikiran tenangtempat merenung,1,0,0,0,0,0
hotel adem ayem sarangan petik buah strawberry,0,0,0,0,0,0
sejuk kulinermenenangkan,1,0,0,0,0,0
sungguh ramai weekend tiketnya rb orang tempatnya sejuk pas airnya menambah cantik pemandangan,1,0,0,1,1,0
mencari hawa dingin terdekat,1,0,0,0,0,0
adem e howo saragan ojo lali mampir tuku sate kelinci,0,0,0,0,0,0
cocok bersatai keluarga teman,0,0,0,0,0,0
lokasi terfavorit ngadem smbil menikmati alamsuasana malamnya cocok mensyukuri sgla nikmat suasana paginya mantul jogging mengitari telaga,1,0,0,0,0,0
salah wisata menyenangkan kunjungi nyaman sejuk bersantai melepas lelah penat,1,0,0,0,1,0
hallo hai kali merivew salah telaga indah patut kunjungi langsung aja,0,0,0,0,1,0
kesini gojek stasiun magetan harganya rb bayar karcis pakai ojek grab,0,0,0,1,0,0
udaranya dingin indah makanan populer disana sate kelincitp puas berkunjung kesana,1,0,0,0,1,0
pas airnya pasang bagus sih speedboat memacu adrenalib,0,0,0,0,1,0
rekreasi bagus indah,0,0,0,0,1,0
bagus atraktif sewa speedboat ya murah saran ambil x putaran,0,0,1,0,1,0
lokasi wisata bagus keluarga hotel tarif terjangkau rumah makan,0,0,1,0,1,0
datangi pas kerja menikmati suasana terbaik,1,0,0,1,0,0
membantu,0,0,0,0,0,0
harga tiket masuk k parkir k kuda speedboat dibandol k,0,0,0,0,0,0
long weekend kali habiskan family camping mampir telaga sarangan adik takut speedboat berani mencoba adik antusias,0,0,0,0,0,0
hawa y sejuk warga y ramah pemandangan pegunungan lawu,1,0,0,0,1,0
tempatnya bagus,0,0,0,0,1,0
bagus pemandangannya pas pagi tiket ya murah sih kesini,0,0,1,0,1,0
enak bengong jajan,0,0,0,0,0,0
belom sarangan kalo ga speedboat kuda keliling telaga,0,0,0,0,0,0
the best view pagi langit cerah berwarna biru lapisan awan putih majestic kalo turun kabut so mystical hawanya enak pedagang pedagangnya well organized koperasi gitu kayanya,0,0,0,0,1,0
speedboat menantang andernalin keren jos,0,0,0,0,1,0
pas liburan parkir susah,0,0,0,0,0,0
kali kesini perubahan dilingkungan ramai cantik tertata suka belanja makanan camilan buah buahan sayuran murah murah pokoknya standard diobyek wisata,0,0,1,0,1,0
cakep banget coba speedboat telaga seru banget,0,0,0,0,0,0
watisee raumom,0,0,0,0,0,0
mei nyaman saranganelevasi air danau maximumpenjual sayur & kuliner harganya terjangkau,1,0,1,0,0,0
segar asri,1,0,0,0,0,0
tempatnya asik pa speedboatnya seruu kali deg deg ser lupa makam sate kelincinya murah rasannya enak pol,0,0,1,0,0,0
nyaman ngisi liburan menikmati suasana telaga indah mengelilingi telaga disediakan wahana speed boat kuda tiket terjangkau musim liburan pekan ramai pengunjung pakaian makanan cakep wajib dikunjungi,1,0,1,0,1,0
wisata telaga sarangan pilihan wahana ongkos perahu x putaran kuda rb,0,0,0,1,1,0
sejuk enk liburan truskalo malem enk nongkrong ngopi,1,0,0,0,0,0
wisata gak sepi jgn lupa kosongkan perut ya krn lokasi wisatanya kuliner menggoda,0,0,0,0,1,0
kesini,0,0,0,0,0,0
bimtek kader kesehatan desa masangan kulonlanjut wisata boat telaga sarangan,0,0,0,0,1,0
dingin poll,1,0,0,0,0,0
bagusrame suasana nyaindaah,1,0,0,0,1,0
nyaman dikunjungi weekend & musim liburan penataan ulang area telaga krn motor mobil masuk area telaga mengganggu kenyamanan,1,0,0,0,0,0
dingin bagus acara ngecamp,1,0,0,0,1,0
suasana sejuk kuda pas muterin telaga membantu perekonomian warga d kang kuda minus lalang motor mbil,1,0,0,0,0,0
bosan saragan belasan kali kesana sungguh indah pemandangan disana,0,0,0,0,1,0
cocok hiling touring,0,0,0,0,0,0
joss,0,0,0,0,0,0
asik lihat orang,0,0,0,0,0,0
bagus asri penambahan fasilitas duduk harga makanan standart wisata,1,0,1,0,1,0
kesini krna suka speedboatnya seruu,0,0,0,0,0,0
ramai asli too crowded,0,0,0,0,0,0
wisatanya rame,0,0,0,0,1,0
berlibur libur klo rame nya enak suasananya,1,0,0,0,0,0
telaga kaki gunung lawu suasana sejuk dingin pedagang,1,0,0,0,0,0
sejuk rekomendasi kesini weekday aja gengs,1,0,0,0,0,0
bakso enak,0,0,0,0,0,0
tenang sejuk nyaman tpi engga jadian,1,0,0,0,0,0
terawat,0,0,0,0,0,0
wisata menarik penanganan area tertata terstruktur profesional biaya masuk lokasi wisata tergolong kawasan wisata ditarik biaya parkir rendah,0,0,0,1,1,0
tem atnya sejuk alamnya indah,1,0,0,0,1,0
bagus menyenangkan,0,0,0,0,1,0
suasananya enak makanannya ya,1,0,0,0,0,0
suana dingin nyaman,1,0,0,0,0,0
menyenangkan syahdu refresing,0,0,0,0,0,0
kandungan sampek gak skip setahun kesini puluhan kesini gaada bosennya tempatnya comfy nongkrong bareng keluarga teman jajannya malam pen jajan mulu,0,0,0,0,0,0
telaga sarangan kalo malam rame nongkrong makan jajanan speedboat kuda ga beroperasi,0,0,0,0,0,0
telaga indah cocok utk liburan keluarga,0,0,0,0,1,0
telaga sarangan viewnya bagus kesini pas rame nyaman mobil sepeda motor lalang jalan sebelah telaga pejalan kaki lupa pakai jasa foto,1,0,0,0,1,0
indah n sejuk pas lebaran ii pengunjung membludak antri pakir menit,1,0,0,0,1,0
hawanya dingin ditambah mendung gerimis adem padat meyarap libur,1,0,0,0,0,0
pelayanannya ramah,0,0,0,0,0,0
jetski dah cobain disarangan jajan snack banget nyore jajan banget rute jalan berliku sempit pelan selamat tujuan,0,0,0,0,0,0
rekreasi nyaman keluarga tersedia khusus anak muda nodai perilaku norma,1,0,0,0,0,0
[disclaimer jalannya tergolong ekstrim tolong bawa kendaraan mempuni & kendarai orang skill mengemudinya lihai],0,0,0,0,0,0
pengaturan lintas,0,0,0,0,0,0
nongkrong cah cah,0,0,0,0,0,0
cocok menikmati suasana pagi makanan enak masuk jam bebas htm,1,0,0,0,0,0
harga tiket murah akses jlan bgus jalan terjal krena daerah pegunungan lawu makanan murah view bgus tpi sayang bnget ditelaga turis buang sampah tindak dri petugas,0,1,1,0,1,0
seru asli fun,0,0,0,0,0,0
adem asli ademm,0,0,0,0,0,0
pesona alam aktivitas warga menyatu takkan menikmati suasannya,0,0,0,0,0,0
